nombre_entidad,fecha_mes,tipo_de_persona,tipo_de_garantia,producto_de_credito,tipo_de_credito,plazo_de_credito,tasa_efectiva_promedio_ponderada
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,7.367333333333333
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,Más de 7 años y hasta 15 años,7.533333333333333
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,A más de 7 años,16.4
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Crédito rotativo,Consumo,Más de 1 año y hasta 3 años,24.10529411764706
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Crédito rotativo,Consumo,Más de 3 años y hasta 5 años,23.950555555555557
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,A más de 7 años,11.48
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Entre 31 días y 1 año,15.65
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 1 año y hasta 3 años,15.31
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 10 años,14.65314121037464
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 3 años y hasta 5 años,15.528333333333332
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 5 años y hasta 7 años,15.5265625
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 7 años y hasta 10 años,14.982186046511629
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Hasta 30 días,13.92
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 1 año y hasta 3 años,23.29
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 3 años y hasta 5 años,20.097142857142856
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 5 años y hasta 7 años,21.073
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 7 años y hasta 10 años,20.038571428571426
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Sobregiro en cuenta corriente persona natural,Consumo,Entre 31 días y 1 año,24.91
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Sobregiro en cuenta corriente persona natural,Consumo,Hasta 30 días,24.91
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Avances en efectivo,24.87
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a más de 36 meses,23.65
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,24.87
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,24.546564417177912
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,24.858864864864863
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,24.05794117647059
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Avances en efectivo,24.87
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a más de 36 meses,18.03212121212121
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,20.44090909090909
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,22.687894736842104
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,24.32064566929134
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,24.662077051926296
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,23.50131736526946
AV Villas,2025-03-31,Natural,Garantia idónea o no idónea,Vivienda empleados,Vivienda,Más de 7 años y hasta 15 años,16.252
AV Villas,2025-03-31,Natural,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,14.26
AV Villas,2025-03-31,Natural,Sin garantia,Crédito rotativo,Consumo,Más de 1 año y hasta 3 años,24.31487394957983
AV Villas,2025-03-31,Natural,Sin garantia,Crédito rotativo,Consumo,Más de 3 años y hasta 5 años,23.994447674418605
AV Villas,2025-03-31,Natural,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,16.846
AV Villas,2025-03-31,Natural,Sin garantia,Libranza otros,Consumo,Entre 31 días y 1 año,15.077692307692308
AV Villas,2025-03-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 1 año y hasta 3 años,16.21482142857143
AV Villas,2025-03-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 10 años,15.04266106442577
AV Villas,2025-03-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 3 años y hasta 5 años,16.238486055776892
AV Villas,2025-03-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 5 años y hasta 7 años,15.25716049382716
AV Villas,2025-03-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 7 años y hasta 10 años,15.427098646034816
AV Villas,2025-03-31,Natural,Sin garantia,Libre inversión,Consumo,Entre 31 días y 1 año,20.583
AV Villas,2025-03-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 1 año y hasta 3 años,20.306
AV Villas,2025-03-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 3 años y hasta 5 años,20.282
AV Villas,2025-03-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 5 años y hasta 7 años,19.634595336076817
AV Villas,2025-03-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 7 años y hasta 10 años,15.575
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Avances en efectivo,24.87
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a más de 36 meses,22.570769230769233
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,24.373521126760565
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,24.84024649859944
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,24.398424499229584
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,24.833007202881152
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,24.569659574468083
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Avances en efectivo,24.87
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a más de 36 meses,18.20607476635514
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a un mes,0.0
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,22.353528138528137
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,23.000729064039408
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,24.310276854928016
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,24.477385925775703
AV Villas,2025-03-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,23.683479611650483
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda no vis (colocación en uvr),Comercial ordinario,Más de 1 año y hasta 3 años,7.0
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda no vis (colocación en uvr),Comercial ordinario,Más de 3 años y hasta 5 años,7.0
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Construcción de proyectos de vivienda vis (colocación en uvr),Comercial ordinario,Más de 1 año y hasta 3 años,7.375
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Corporativo,Comercial preferencial o corporativo,Más de 1 año y hasta 3 años,13.43
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Corporativo,Comercial preferencial o corporativo,Más de 3 años y hasta 5 años,13.45
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,12.52
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,19.38
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Hasta 30 días,13.932291666666668
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,13.833418079096043
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Financiero e institucional,Comercial ordinario,Más de 1 año y hasta 3 años,12.42
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Oficial o Gobierno,Comercial ordinario,Hasta 30 días,12.9275
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Oficial o Gobierno,Comercial ordinario,Más de 30 días y hasta 1 año,13.315
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Sobregiro en cuenta corriente persona jurídica o persona natural,Comercial ordinario,Hasta 30 días,25.565216049382716
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos a un mes,0.0
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 2 y 6 meses,25.62
AV Villas,2025-04-30,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 25 y 36 meses,25.551111111111112
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Corporativo,Comercial preferencial o corporativo,Más de 1 año y hasta 3 años,13.6825
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Corporativo,Comercial preferencial o corporativo,Más de 3 años y hasta 5 años,13.365
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,11.62
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,Hasta 30 días,17.09
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,17.032
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,Más de 30 días y hasta 1 año,13.715
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Crédito productivo urbano (sin recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,15.46
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Crédito productivo urbano (sin recursos de redescuento),Crédito productivo,Más de 30 días y hasta 1 año,22.255
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,13.244736842105263
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,13.37
AV Villas,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,19.62272727272727
AV Villas,2025-04-30,Jurídica,Sin garantia,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 3 años y hasta 5 años,12.43
AV Villas,2025-04-30,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 1 año y hasta 3 años,11.467826086956523
AV Villas,2025-04-30,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 3 años y hasta 5 años,13.03
AV Villas,2025-04-30,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,11.560909090909092
AV Villas,2025-04-30,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 5 años y hasta 7 años,14.49
AV Villas,2025-04-30,Jurídica,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,13.42
AV Villas,2025-04-30,Jurídica,Sin garantia,Crédito productivo de mayor monto (sin recursos de redescuento),Crédito productivo,Más de 30 días y hasta 1 año,14.81
AV Villas,2025-04-30,Jurídica,Sin garantia,Empresarial - Tesoreria,Comercial tesoreria,Hasta 30 días,12.18
AV Villas,2025-04-30,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,12.57
AV Villas,2025-04-30,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,12.76
AV Villas,2025-04-30,Jurídica,Sin garantia,Factoring,Comercial ordinario,Hasta 30 días,14.557339449541283
AV Villas,2025-04-30,Jurídica,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,15.090074152542371
AV Villas,2025-04-30,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos a un mes,0.0
AV Villas,2025-04-30,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 19 y 24 meses,25.62
AV Villas,2025-04-30,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 2 y 6 meses,25.523939393939393
AV Villas,2025-04-30,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 25 y 36 meses,25.548
AV Villas,2025-04-30,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 7 y 12 meses,25.62
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,11.583893805309735
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 5 años y hasta 7 años,11.0
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,11.85
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,11.377777777777778
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,7.533333333333333
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,11.427068965517241
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 5 años y hasta 7 años,11.98
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,11.258048780487805
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,9.8
AV Villas,2025-04-30,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,7.177777777777778
